file,label,severity,seed,split
crater/crater_100073.png,crater,moderate,100073,train
crater/crater_100074.png,crater,minor,100074,train
crater/crater_100075.png,crater,severe,100075,train
crater/crater_100076.png,crater,minor,100076,test
crater/crater_100077.png,crater,minor,100077,train
crater/crater_100078.png,crater,severe,100078,val
crater/crater_100079.png,crater,minor,100079,train
crater/crater_100080.png,crater,minor,100080,train
crater/crater_100081.png,crater,severe,100081,test
crater/crater_100082.png,crater,moderate,100082,train
crater/crater_100083.png,crater,moderate,100083,val
crater/crater_100084.png,crater,moderate,100084,train
crater/crater_100085.png,crater,minor,100085,train
crater/crater_100086.png,crater,moderate,100086,test
crater/crater_100087.png,crater,moderate,100087,train
crater/crater_100088.png,crater,minor,100088,train
crater/crater_100089.png,crater,moderate,100089,train
crater/crater_100090.png,crater,moderate,100090,train
crater/crater_100091.png,crater,severe,100091,train
crater/crater_100092.png,crater,moderate,100092,train
crater/crater_100093.png,crater,moderate,100093,val
crater/crater_100094.png,crater,minor,100094,train
crater/crater_100095.png,crater,moderate,100095,train
crater/crater_100096.png,crater,minor,100096,train
crater/crater_100097.png,crater,severe,100097,test
crater/crater_100098.png,crater,minor,100098,train
crater/crater_100099.png,crater,moderate,100099,train
crater/crater_100100.png,crater,moderate,100100,train
crater/crater_100101.png,crater,severe,100101,val
crater/crater_100102.png,crater,moderate,100102,train
crater/crater_100103.png,crater,severe,100103,train
crater/crater_100104.png,crater,severe,100104,train
crater/crater_100105.png,crater,minor,100105,train
crater/crater_100106.png,crater,severe,100106,train
crater/crater_100107.png,crater,minor,100107,train
crater/crater_100108.png,crater,minor,100108,train
crater/crater_100109.png,crater,minor,100109,train
crater/crater_100110.png,crater,moderate,100110,train
crater/crater_100111.png,crater,severe,100111,train
crater/crater_100112.png,crater,severe,100112,val
crater/crater_100113.png,crater,severe,100113,val
crater/crater_100114.png,crater,moderate,100114,val
crater/crater_100115.png,crater,minor,100115,val
crater/crater_100116.png,crater,minor,100116,train
crater/crater_100117.png,crater,minor,100117,train
crater/crater_100118.png,crater,severe,100118,train
crater/crater_100119.png,crater,severe,100119,train
crater/crater_100120.png,crater,minor,100120,train
crater/crater_100121.png,crater,moderate,100121,train
crater/crater_100122.png,crater,minor,100122,val
crater/crater_100123.png,crater,minor,100123,train
crater/crater_100124.png,crater,severe,100124,val
crater/crater_100125.png,crater,minor,100125,val
crater/crater_100126.png,crater,minor,100126,train
crater/crater_100127.png,crater,severe,100127,train
crater/crater_100128.png,crater,severe,100128,train
crater/crater_100129.png,crater,minor,100129,train
crater/crater_100130.png,crater,minor,100130,train
crater/crater_100131.png,crater,moderate,100131,train
crater/crater_100132.png,crater,moderate,100132,train
crater/crater_100133.png,crater,moderate,100133,train
crater/crater_100134.png,crater,severe,100134,train
crater/crater_100135.png,crater,severe,100135,train
crater/crater_100136.png,crater,moderate,100136,train
crater/crater_100137.png,crater,severe,100137,train
crater/crater_100138.png,crater,minor,100138,train
crater/crater_100139.png,crater,minor,100139,val
crater/crater_100140.png,crater,moderate,100140,val
crater/crater_100141.png,crater,minor,100141,train
crater/crater_100142.png,crater,severe,100142,train
crater/crater_100143.png,crater,moderate,100143,train
crater/crater_100144.png,crater,severe,100144,train
crater/crater_100145.png,crater,moderate,100145,train
crater/crater_100146.png,crater,minor,100146,val
crater/crater_100147.png,crater,moderate,100147,train
crater/crater_100148.png,crater,moderate,100148,val
crater/crater_100149.png,crater,moderate,100149,train
crater/crater_100150.png,crater,moderate,100150,train
crater/crater_100151.png,crater,minor,100151,train
crater/crater_100152.png,crater,moderate,100152,test
crater/crater_100153.png,crater,minor,100153,val
crater/crater_100154.png,crater,moderate,100154,test
crater/crater_100155.png,crater,moderate,100155,train
crater/crater_100156.png,crater,moderate,100156,train
crater/crater_100157.png,crater,severe,100157,train
crater/crater_100158.png,crater,severe,100158,val
crater/crater_100159.png,crater,minor,100159,train
crater/crater_100160.png,crater,severe,100160,train
crater/crater_100161.png,crater,moderate,100161,train
crater/crater_100162.png,crater,severe,100162,val
crater/crater_100163.png,crater,minor,100163,train
crater/crater_100164.png,crater,moderate,100164,val
crater/crater_100165.png,crater,severe,100165,train
crater/crater_100166.png,crater,severe,100166,val
crater/crater_100167.png,crater,moderate,100167,train
crater/crater_100168.png,crater,severe,100168,train
crater/crater_100169.png,crater,minor,100169,train
crater/crater_100170.png,crater,moderate,100170,train
crater/crater_100171.png,crater,minor,100171,train
crater/crater_100172.png,crater,severe,100172,train
crater/crater_100173.png,crater,minor,100173,train
crater/crater_100174.png,crater,minor,100174,val
crater/crater_100175.png,crater,minor,100175,val
crater/crater_100176.png,crater,minor,100176,val
crater/crater_100177.png,crater,minor,100177,test
crater/crater_100178.png,crater,moderate,100178,train
crater/crater_100179.png,crater,severe,100179,test
crater/crater_100180.png,crater,minor,100180,train
crater/crater_100181.png,crater,minor,100181,train
crater/crater_100182.png,crater,severe,100182,train
crater/crater_100183.png,crater,severe,100183,test
crater/crater_100184.png,crater,minor,100184,train
crater/crater_100185.png,crater,moderate,100185,val
crater/crater_100186.png,crater,minor,100186,train
crater/crater_100187.png,crater,severe,100187,train
crater/crater_100188.png,crater,severe,100188,train
crater/crater_100189.png,crater,moderate,100189,val
crater/crater_100190.png,crater,minor,100190,train
crater/crater_100191.png,crater,moderate,100191,train
crater/crater_100192.png,crater,moderate,100192,train
crater/crater_100193.png,crater,minor,100193,train
crater/crater_100194.png,crater,severe,100194,train
crater/crater_100195.png,crater,moderate,100195,train
crater/crater_100196.png,crater,moderate,100196,train
crater/crater_100197.png,crater,moderate,100197,test
crater/crater_100198.png,crater,minor,100198,train
crater/crater_100199.png,crater,minor,100199,val
crater/crater_100200.png,crater,severe,100200,train
crater/crater_100201.png,crater,moderate,100201,train
crater/crater_100202.png,crater,minor,100202,train
crater/crater_100203.png,crater,severe,100203,train
crater/crater_100204.png,crater,minor,100204,train
crater/crater_100205.png,crater,minor,100205,train
crater/crater_100206.png,crater,severe,100206,train
crater/crater_100207.png,crater,severe,100207,train
crater/crater_100208.png,crater,minor,100208,train
crater/crater_100209.png,crater,severe,100209,train
crater/crater_100210.png,crater,minor,100210,train
crater/crater_100211.png,crater,severe,100211,train
crater/crater_100212.png,crater,severe,100212,train
crater/crater_100213.png,crater,severe,100213,train
crater/crater_100214.png,crater,severe,100214,train
crater/crater_100215.png,crater,severe,100215,train
crater/crater_100216.png,crater,minor,100216,test
crater/crater_100217.png,crater,severe,100217,train
crater/crater_100218.png,crater,severe,100218,train
crater/crater_100219.png,crater,moderate,100219,train
crater/crater_100220.png,crater,severe,100220,train
crater/crater_100221.png,crater,minor,100221,train
crater/crater_100222.png,crater,moderate,100222,test
crater/crater_100223.png,crater,moderate,100223,train
crater/crater_100224.png,crater,moderate,100224,train
crater/crater_100225.png,crater,moderate,100225,train
crater/crater_100226.png,crater,moderate,100226,test
crater/crater_100227.png,crater,minor,100227,train
crater/crater_100228.png,crater,moderate,100228,train
crater/crater_100229.png,crater,severe,100229,test
crater/crater_100230.png,crater,minor,100230,train
crater/crater_100231.png,crater,moderate,100231,train
crater/crater_100232.png,crater,moderate,100232,train
crater/crater_100233.png,crater,moderate,100233,train
crater/crater_100234.png,crater,severe,100234,train
crater/crater_100235.png,crater,moderate,100235,train
crater/crater_100236.png,crater,severe,100236,test
crater/crater_100237.png,crater,moderate,100237,train
crater/crater_100238.png,crater,moderate,100238,train
crater/crater_100239.png,crater,moderate,100239,train
crater/crater_100240.png,crater,moderate,100240,train
crater/crater_100241.png,crater,moderate,100241,train
crater/crater_100242.png,crater,minor,100242,val
crater/crater_100243.png,crater,moderate,100243,val
crater/crater_100244.png,crater,severe,100244,train
crater/crater_100245.png,crater,severe,100245,train
crater/crater_100246.png,crater,severe,100246,train
crater/crater_100247.png,crater,minor,100247,val
crater/crater_100248.png,crater,moderate,100248,val
crater/crater_100249.png,crater,severe,100249,test
crater/crater_100250.png,crater,minor,100250,val
crater/crater_100251.png,crater,severe,100251,train
crater/crater_100252.png,crater,minor,100252,train
crater/crater_100253.png,crater,minor,100253,train
crater/crater_100254.png,crater,moderate,100254,train
crater/crater_100255.png,crater,moderate,100255,train
crater/crater_100256.png,crater,minor,100256,train
crater/crater_100257.png,crater,moderate,100257,train
crater/crater_100258.png,crater,severe,100258,train
crater/crater_100259.png,crater,minor,100259,train
crater/crater_100260.png,crater,minor,100260,train
crater/crater_100261.png,crater,minor,100261,train
crater/crater_100262.png,crater,moderate,100262,val
crater/crater_100263.png,crater,minor,100263,train
crater/crater_100264.png,crater,moderate,100264,train
crater/crater_100265.png,crater,severe,100265,train
crater/crater_100266.png,crater,moderate,100266,train
crater/crater_100267.png,crater,moderate,100267,train
crater/crater_100268.png,crater,minor,100268,train
crater/crater_100269.png,crater,moderate,100269,train
crater/crater_100270.png,crater,minor,100270,test
crater/crater_100271.png,crater,moderate,100271,train
crater/crater_100272.png,crater,moderate,100272,train
crater/crater_100273.png,crater,severe,100273,train
crater/crater_100274.png,crater,moderate,100274,train
crater/crater_100275.png,crater,severe,100275,val
crater/crater_100276.png,crater,severe,100276,val
crater/crater_100277.png,crater,severe,100277,train
crater/crater_100278.png,crater,moderate,100278,train
crater/crater_100279.png,crater,moderate,100279,train
crater/crater_100280.png,crater,moderate,100280,train
crater/crater_100281.png,crater,minor,100281,val
crater/crater_100282.png,crater,moderate,100282,test
crater/crater_100283.png,crater,minor,100283,val
crater/crater_100284.png,crater,minor,100284,train
crater/crater_100285.png,crater,moderate,100285,val
crater/crater_100286.png,crater,severe,100286,train
crater/crater_100287.png,crater,moderate,100287,val
crater/crater_100288.png,crater,severe,100288,train
crater/crater_100289.png,crater,minor,100289,train
crater/crater_100290.png,crater,severe,100290,train
crater/crater_100291.png,crater,minor,100291,train
crater/crater_100292.png,crater,moderate,100292,val
crater/crater_100293.png,crater,severe,100293,test
crater/crater_100294.png,crater,minor,100294,val
crater/crater_100295.png,crater,severe,100295,val
crater/crater_100296.png,crater,severe,100296,val
crater/crater_100297.png,crater,minor,100297,val
crater/crater_100298.png,crater,moderate,100298,train
crater/crater_100299.png,crater,minor,100299,val
crater/crater_100300.png,crater,minor,100300,val
crater/crater_100301.png,crater,minor,100301,train
crater/crater_100302.png,crater,severe,100302,train
crater/crater_100303.png,crater,minor,100303,train
crater/crater_100304.png,crater,minor,100304,train
crater/crater_100305.png,crater,moderate,100305,train
crater/crater_100306.png,crater,severe,100306,train
crater/crater_100307.png,crater,minor,100307,val
crater/crater_100308.png,crater,minor,100308,train
crater/crater_100309.png,crater,minor,100309,train
crater/crater_100310.png,crater,minor,100310,train
crater/crater_100311.png,crater,minor,100311,train
crater/crater_100312.png,crater,minor,100312,train
crater/crater_100313.png,crater,moderate,100313,train
crater/crater_100314.png,crater,minor,100314,train
crater/crater_100315.png,crater,minor,100315,test
crater/crater_100316.png,crater,severe,100316,train
crater/crater_100317.png,crater,minor,100317,val
crater/crater_100318.png,crater,severe,100318,val
crater/crater_100319.png,crater,moderate,100319,train
crater/crater_100320.png,crater,severe,100320,val
crater/crater_100321.png,crater,moderate,100321,val
crater/crater_100322.png,crater,moderate,100322,train
crater/crater_100323.png,crater,moderate,100323,train
crater/crater_100324.png,crater,moderate,100324,test
crater/crater_100325.png,crater,moderate,100325,train
crater/crater_100326.png,crater,moderate,100326,train
crater/crater_100327.png,crater,moderate,100327,val
crater/crater_100328.png,crater,moderate,100328,train
crater/crater_100329.png,crater,severe,100329,train
crater/crater_100330.png,crater,minor,100330,train
crater/crater_100331.png,crater,moderate,100331,train
crater/crater_100332.png,crater,moderate,100332,val
crater/crater_100333.png,crater,severe,100333,test
crater/crater_100334.png,crater,moderate,100334,train
crater/crater_100335.png,crater,moderate,100335,train
crater/crater_100336.png,crater,minor,100336,val
crater/crater_100337.png,crater,minor,100337,test
crater/crater_100338.png,crater,moderate,100338,test
crater/crater_100339.png,crater,moderate,100339,train
crater/crater_100340.png,crater,moderate,100340,val
crater/crater_100341.png,crater,minor,100341,train
crater/crater_100342.png,crater,moderate,100342,train
crater/crater_100343.png,crater,minor,100343,val
crater/crater_100344.png,crater,minor,100344,val
crater/crater_100345.png,crater,severe,100345,test
crater/crater_100346.png,crater,moderate,100346,train
crater/crater_100347.png,crater,minor,100347,test
crater/crater_100348.png,crater,minor,100348,val
crater/crater_100349.png,crater,moderate,100349,train
crater/crater_100350.png,crater,moderate,100350,train
crater/crater_100351.png,crater,severe,100351,val
crater/crater_100352.png,crater,severe,100352,train
crater/crater_100353.png,crater,moderate,100353,train
crater/crater_100354.png,crater,moderate,100354,train
crater/crater_100355.png,crater,severe,100355,train
crater/crater_100356.png,crater,severe,100356,test
crater/crater_100357.png,crater,moderate,100357,train
crater/crater_100358.png,crater,moderate,100358,train
crater/crater_100359.png,crater,severe,100359,val
crater/crater_100360.png,crater,moderate,100360,train
crater/crater_100361.png,crater,severe,100361,train
crater/crater_100362.png,crater,minor,100362,train
crater/crater_100363.png,crater,severe,100363,train
crater/crater_100364.png,crater,minor,100364,test
crater/crater_100365.png,crater,moderate,100365,train
crater/crater_100366.png,crater,minor,100366,train
crater/crater_100367.png,crater,minor,100367,train
crater/crater_100368.png,crater,minor,100368,val
crater/crater_100369.png,crater,severe,100369,test
crater/crater_100370.png,crater,moderate,100370,train
crater/crater_100371.png,crater,severe,100371,train
crater/crater_100372.png,crater,moderate,100372,train
crater/crater_100373.png,crater,severe,100373,train
crater/crater_100374.png,crater,severe,100374,train
crater/crater_100375.png,crater,moderate,100375,train
crater/crater_100376.png,crater,severe,100376,train
crater/crater_100377.png,crater,minor,100377,test
crater/crater_100378.png,crater,moderate,100378,train
crater/crater_100379.png,crater,moderate,100379,val
crater/crater_100380.png,crater,minor,100380,test
crater/crater_100381.png,crater,severe,100381,val
crater/crater_100382.png,crater,moderate,100382,train
crater/crater_100383.png,crater,severe,100383,train
crater/crater_100384.png,crater,severe,100384,train
crater/crater_100385.png,crater,moderate,100385,train
crater/crater_100386.png,crater,moderate,100386,test
crater/crater_100387.png,crater,moderate,100387,val
crater/crater_100388.png,crater,minor,100388,train
crater/crater_100389.png,crater,moderate,100389,train
crater/crater_100390.png,crater,minor,100390,train
crater/crater_100391.png,crater,moderate,100391,train
crater/crater_100392.png,crater,minor,100392,train
crater/crater_100393.png,crater,minor,100393,train
crater/crater_100394.png,crater,minor,100394,val
crater/crater_100395.png,crater,moderate,100395,train
crater/crater_100396.png,crater,minor,100396,test
crater/crater_100397.png,crater,moderate,100397,train
crater/crater_100398.png,crater,moderate,100398,val
crater/crater_100399.png,crater,minor,100399,train
crater/crater_100400.png,crater,moderate,100400,test
crater/crater_100401.png,crater,moderate,100401,val
crater/crater_100402.png,crater,severe,100402,train
crater/crater_100403.png,crater,minor,100403,train
crater/crater_100404.png,crater,moderate,100404,train
crater/crater_100405.png,crater,minor,100405,val
crater/crater_100406.png,crater,severe,100406,val
crater/crater_100407.png,crater,severe,100407,train
crater/crater_100408.png,crater,minor,100408,val
crater/crater_100409.png,crater,moderate,100409,test
crater/crater_100410.png,crater,moderate,100410,test
crater/crater_100411.png,crater,severe,100411,train
crater/crater_100412.png,crater,moderate,100412,train
crater/crater_100413.png,crater,moderate,100413,train
crater/crater_100414.png,crater,severe,100414,val
crater/crater_100415.png,crater,severe,100415,train
crater/crater_100416.png,crater,minor,100416,test
crater/crater_100417.png,crater,moderate,100417,train
crater/crater_100418.png,crater,minor,100418,val
crater/crater_100419.png,crater,moderate,100419,train
crater/crater_100420.png,crater,minor,100420,train
crater/crater_100421.png,crater,moderate,100421,train
crater/crater_100422.png,crater,minor,100422,train
crater/crater_100423.png,crater,severe,100423,val
crater/crater_100424.png,crater,minor,100424,train
crater/crater_100425.png,crater,minor,100425,train
crater/crater_100426.png,crater,moderate,100426,val
crater/crater_100427.png,crater,minor,100427,train
crater/crater_100428.png,crater,severe,100428,train
crater/crater_100429.png,crater,severe,100429,train
crater/crater_100430.png,crater,minor,100430,train
crater/crater_100431.png,crater,severe,100431,val
crater/crater_100432.png,crater,minor,100432,train
crater/crater_100433.png,crater,moderate,100433,test
crater/crater_100434.png,crater,moderate,100434,train
crater/crater_100435.png,crater,severe,100435,val
crater/crater_100436.png,crater,minor,100436,train
crater/crater_100437.png,crater,severe,100437,train
crater/crater_100438.png,crater,severe,100438,train
crater/crater_100439.png,crater,moderate,100439,val
crater/crater_100440.png,crater,moderate,100440,test
crater/crater_100441.png,crater,severe,100441,test
crater/crater_100442.png,crater,severe,100442,val
crater/crater_100443.png,crater,severe,100443,train
crater/crater_100444.png,crater,moderate,100444,train
crater/crater_100445.png,crater,minor,100445,test
crater/crater_100446.png,crater,severe,100446,train
crater/crater_100447.png,crater,severe,100447,train
crater/crater_100448.png,crater,minor,100448,train
crater/crater_100449.png,crater,severe,100449,train
crater/crater_100450.png,crater,moderate,100450,val
crater/crater_100451.png,crater,minor,100451,train
crater/crater_100452.png,crater,minor,100452,train
crater/crater_100453.png,crater,severe,100453,test
crater/crater_100454.png,crater,moderate,100454,train
crater/crater_100455.png,crater,moderate,100455,val
crater/crater_100456.png,crater,minor,100456,train
crater/crater_100457.png,crater,severe,100457,train
crater/crater_100458.png,crater,minor,100458,train
crater/crater_100459.png,crater,severe,100459,val
crater/crater_100460.png,crater,minor,100460,train
crater/crater_100461.png,crater,moderate,100461,train
crater/crater_100462.png,crater,severe,100462,val
crater/crater_100463.png,crater,severe,100463,train
crater/crater_100464.png,crater,moderate,100464,train
crater/crater_100465.png,crater,severe,100465,train
crater/crater_100466.png,crater,moderate,100466,train
crater/crater_100467.png,crater,severe,100467,train
crater/crater_100468.png,crater,moderate,100468,train
crater/crater_100469.png,crater,moderate,100469,train
crater/crater_100470.png,crater,moderate,100470,train
crater/crater_100471.png,crater,moderate,100471,train
crater/crater_100472.png,crater,severe,100472,train
crater/crater_100473.png,crater,moderate,100473,train
crater/crater_100474.png,crater,severe,100474,train
crater/crater_100475.png,crater,severe,100475,train
crater/crater_100476.png,crater,minor,100476,train
crater/crater_100477.png,crater,moderate,100477,train
crater/crater_100478.png,crater,severe,100478,val
crater/crater_100479.png,crater,severe,100479,train
crater/crater_100480.png,crater,severe,100480,train
crater/crater_100481.png,crater,severe,100481,train
crater/crater_100482.png,crater,moderate,100482,train
crater/crater_100483.png,crater,minor,100483,train
crater/crater_100484.png,crater,minor,100484,train
crater/crater_100485.png,crater,moderate,100485,test
crater/crater_100486.png,crater,severe,100486,train
crater/crater_100487.png,crater,minor,100487,train
crater/crater_100488.png,crater,minor,100488,train
crater/crater_100489.png,crater,moderate,100489,train
crater/crater_100490.png,crater,minor,100490,train
crater/crater_100491.png,crater,severe,100491,train
crater/crater_100492.png,crater,minor,100492,val
crater/crater_100493.png,crater,minor,100493,train
crater/crater_100494.png,crater,moderate,100494,val
crater/crater_100495.png,crater,moderate,100495,test
crater/crater_100496.png,crater,moderate,100496,train
crater/crater_100497.png,crater,severe,100497,train
crater/crater_100498.png,crater,minor,100498,val
crater/crater_100499.png,crater,moderate,100499,val
crater/crater_100500.png,crater,severe,100500,val
crater/crater_100501.png,crater,moderate,100501,val
crater/crater_100502.png,crater,minor,100502,train
crater/crater_100503.png,crater,minor,100503,train
crater/crater_100504.png,crater,severe,100504,train
crater/crater_100505.png,crater,severe,100505,train
crater/crater_100506.png,crater,minor,100506,train
crater/crater_100507.png,crater,moderate,100507,train
crater/crater_100508.png,crater,severe,100508,train
crater/crater_100509.png,crater,moderate,100509,train
crater/crater_100510.png,crater,moderate,100510,test
crater/crater_100511.png,crater,moderate,100511,train
crater/crater_100512.png,crater,moderate,100512,train
crater/crater_100513.png,crater,moderate,100513,train
crater/crater_100514.png,crater,minor,100514,val
crater/crater_100515.png,crater,minor,100515,train
crater/crater_100516.png,crater,moderate,100516,train
crater/crater_100517.png,crater,minor,100517,train
crater/crater_100518.png,crater,minor,100518,train
crater/crater_100519.png,crater,moderate,100519,train
crater/crater_100520.png,crater,moderate,100520,val
crater/crater_100521.png,crater,minor,100521,train
crater/crater_100522.png,crater,minor,100522,train
crater/crater_100523.png,crater,minor,100523,train
crater/crater_100524.png,crater,minor,100524,train
crater/crater_100525.png,crater,severe,100525,train
crater/crater_100526.png,crater,minor,100526,test
crater/crater_100527.png,crater,severe,100527,train
crater/crater_100528.png,crater,minor,100528,test
crater/crater_100529.png,crater,severe,100529,train
crater/crater_100530.png,crater,moderate,100530,test
crater/crater_100531.png,crater,severe,100531,train
crater/crater_100532.png,crater,severe,100532,train
crater/crater_100533.png,crater,severe,100533,val
crater/crater_100534.png,crater,moderate,100534,train
crater/crater_100535.png,crater,minor,100535,train
crater/crater_100536.png,crater,minor,100536,val
crater/crater_100537.png,crater,moderate,100537,train
crater/crater_100538.png,crater,severe,100538,train
crater/crater_100539.png,crater,severe,100539,train
crater/crater_100540.png,crater,minor,100540,train
crater/crater_100541.png,crater,severe,100541,train
crater/crater_100542.png,crater,moderate,100542,train
crater/crater_100543.png,crater,minor,100543,test
crater/crater_100544.png,crater,severe,100544,val
crater/crater_100545.png,crater,minor,100545,val
crater/crater_100546.png,crater,severe,100546,train
crater/crater_100547.png,crater,moderate,100547,train
crater/crater_100548.png,crater,severe,100548,test
crater/crater_100549.png,crater,severe,100549,train
crater/crater_100550.png,crater,moderate,100550,train
crater/crater_100551.png,crater,moderate,100551,train
crater/crater_100552.png,crater,minor,100552,train
crater/crater_100553.png,crater,severe,100553,val
crater/crater_100554.png,crater,severe,100554,test
crater/crater_100555.png,crater,minor,100555,train
crater/crater_100556.png,crater,moderate,100556,val
crater/crater_100557.png,crater,minor,100557,train
crater/crater_100558.png,crater,severe,100558,train
crater/crater_100559.png,crater,severe,100559,test
crater/crater_100560.png,crater,minor,100560,train
crater/crater_100561.png,crater,severe,100561,train
crater/crater_100562.png,crater,minor,100562,train
crater/crater_100563.png,crater,moderate,100563,test
crater/crater_100564.png,crater,moderate,100564,train
crater/crater_100565.png,crater,severe,100565,train
crater/crater_100566.png,crater,moderate,100566,train
crater/crater_100567.png,crater,minor,100567,val
crater/crater_100568.png,crater,moderate,100568,train
crater/crater_100569.png,crater,minor,100569,val
crater/crater_100570.png,crater,severe,100570,train
crater/crater_100571.png,crater,minor,100571,train
crater/crater_100572.png,crater,severe,100572,val
crater/crater_100573.png,crater,severe,100573,train
crater/crater_100574.png,crater,severe,100574,test
crater/crater_100575.png,crater,severe,100575,train
crater/crater_100576.png,crater,severe,100576,test
crater/crater_100577.png,crater,moderate,100577,train
crater/crater_100578.png,crater,severe,100578,train
crater/crater_100579.png,crater,minor,100579,train
crater/crater_100580.png,crater,moderate,100580,train
crater/crater_100581.png,crater,moderate,100581,train
crater/crater_100582.png,crater,severe,100582,val
crater/crater_100583.png,crater,moderate,100583,train
crater/crater_100584.png,crater,moderate,100584,train
crater/crater_100585.png,crater,minor,100585,train
crater/crater_100586.png,crater,moderate,100586,train
crater/crater_100587.png,crater,moderate,100587,val
crater/crater_100588.png,crater,severe,100588,test
crater/crater_100589.png,crater,moderate,100589,train
crater/crater_100590.png,crater,severe,100590,train
crater/crater_100591.png,crater,severe,100591,train
crater/crater_100592.png,crater,minor,100592,train
crater/crater_100593.png,crater,severe,100593,train
crater/crater_100594.png,crater,minor,100594,train
crater/crater_100595.png,crater,moderate,100595,test
crater/crater_100596.png,crater,minor,100596,train
crater/crater_100597.png,crater,minor,100597,train
crater/crater_100598.png,crater,moderate,100598,test
crater/crater_100599.png,crater,minor,100599,train
crater/crater_100600.png,crater,minor,100600,train
crater/crater_100601.png,crater,minor,100601,val
crater/crater_100602.png,crater,moderate,100602,train
crater/crater_100603.png,crater,severe,100603,train
crater/crater_100604.png,crater,severe,100604,train
crater/crater_100605.png,crater,moderate,100605,val
crater/crater_100606.png,crater,severe,100606,train
crater/crater_100607.png,crater,minor,100607,test
crater/crater_100608.png,crater,minor,100608,val
crater/crater_100609.png,crater,moderate,100609,train
crater/crater_100610.png,crater,severe,100610,train
crater/crater_100611.png,crater,moderate,100611,train
crater/crater_100612.png,crater,severe,100612,val
crater/crater_100613.png,crater,severe,100613,test
crater/crater_100614.png,crater,moderate,100614,val
crater/crater_100615.png,crater,severe,100615,train
crater/crater_100616.png,crater,moderate,100616,train
crater/crater_100617.png,crater,minor,100617,test
crater/crater_100618.png,crater,moderate,100618,val
crater/crater_100619.png,crater,severe,100619,train
crater/crater_100620.png,crater,severe,100620,val
crater/crater_100621.png,crater,minor,100621,val
crater/crater_100622.png,crater,severe,100622,train
crater/crater_100623.png,crater,moderate,100623,train
crater/crater_100624.png,crater,moderate,100624,train
