run,file,label,seed,severity,surface,lighting,camera,background,own_sim,top1_class,top1_sim,margin,hard_fail_mode,hard_fail_sim,drift_mode,drift_sim,agree,hard_fail,drift,retained,ok
output,crater/crater_100048.png,crater,100048,severe,surf_radiator,light_led,cam_survey,bg_structure,0.1644,perforation,0.2131,-0.0487,person,0.1795,device,0.2047,0,1,1,0,1
output,crater/crater_100049.png,crater,100049,moderate,surf_sensor,light_led,cam_survey,bg_structure,0.2461,crater,0.2461,0.0034,moon_terrain,0.2173,device,0.1664,1,0,0,1,1
output,crater/crater_100050.png,crater,100050,moderate,surf_antenna,light_direct,cam_inspect,bg_space,0.2616,perforation,0.2822,-0.0205,moon_terrain,0.2333,plain_texture,0.1946,0,0,0,0,1
output,crater/crater_100051.png,crater,100051,severe,surf_whipple,light_direct,cam_macro,bg_earth,0.2771,crater,0.2771,0.0229,moon_terrain,0.2543,plain_texture,0.2053,1,0,0,1,1
output,crater/crater_100052.png,crater,100052,severe,surf_whipple,light_led,cam_macro,bg_space,0.2308,perforation,0.2556,-0.0248,person,0.2075,device,0.1808,0,0,0,0,1
output,crater/crater_100053.png,crater,100053,minor,surf_radiator,light_grazing,cam_inspect,bg_earth,0.1979,nominal,0.2726,-0.0747,person,0.2206,device,0.1862,0,1,0,0,1
output,crater/crater_100054.png,crater,100054,severe,surf_radiator,light_albedo,cam_survey,bg_stars,0.2434,nominal,0.2646,-0.0211,moon_terrain,0.1971,plain_texture,0.2291,0,0,0,0,1
output,crater/crater_100055.png,crater,100055,severe,surf_al_panel,light_led,cam_survey,bg_space,0.1876,perforation,0.2566,-0.0691,person,0.1906,device,0.2038,0,1,1,0,1
output,crater/crater_100056.png,crater,100056,severe,surf_whipple,light_glint,cam_survey,bg_structure,0.2120,perforation,0.2626,-0.0507,person,0.2044,whole_satellite,0.2150,0,0,1,0,1
output,crater/crater_100057.png,crater,100057,moderate,surf_al_panel,light_led,cam_survey,bg_earth,0.2930,crater,0.2930,0.0314,moon_terrain,0.2567,plain_texture,0.2044,1,0,0,1,1
output,crater/crater_100058.png,crater,100058,minor,surf_al_panel,light_glint,cam_survey,bg_space,0.1726,nominal,0.2642,-0.0917,person,0.2370,whole_satellite,0.2054,0,1,1,0,1
output,crater/crater_100059.png,crater,100059,minor,surf_sensor,light_glint,cam_oblique,bg_stars,0.2905,crater,0.2905,0.0032,moon_terrain,0.2525,plain_texture,0.1859,1,0,0,1,1
output,crater/crater_100060.png,crater,100060,severe,surf_whipple,light_direct,cam_oblique,bg_earth,0.2003,nominal,0.2149,-0.0146,person,0.1844,device,0.1919,0,0,0,0,1
output,crater/crater_100061.png,crater,100061,minor,surf_sensor,light_albedo,cam_oblique,bg_structure,0.2547,perforation,0.2858,-0.0311,moon_terrain,0.2238,whole_satellite,0.1900,0,0,0,0,1
output,crater/crater_100062.png,crater,100062,moderate,surf_antenna,light_direct,cam_survey,bg_earth,0.1369,petaling,0.2038,-0.0670,person,0.1789,device,0.2183,0,1,1,0,1
output,crater/crater_100063.png,crater,100063,minor,surf_whipple,light_glint,cam_survey,bg_stars,0.2043,nominal,0.2674,-0.0631,person,0.2039,device,0.1982,0,0,0,0,1
output,crater/crater_100064.png,crater,100064,minor,surf_antenna,light_grazing,cam_oblique,bg_earth,0.2958,crater,0.2958,0.0433,moon_terrain,0.2330,plain_texture,0.1879,1,0,0,1,1
output,crater/crater_100065.png,crater,100065,moderate,surf_al_panel,light_direct,cam_inspect,bg_structure,0.1644,nominal,0.2077,-0.0433,person,0.2065,device,0.1816,0,1,1,0,1
output,crater/crater_100066.png,crater,100066,moderate,surf_antenna,light_grazing,cam_macro,bg_structure,0.2266,nominal,0.2377,-0.0111,moon_terrain,0.2227,device,0.1909,0,0,0,0,1
output,crater/crater_100067.png,crater,100067,minor,surf_al_panel,light_albedo,cam_survey,bg_space,0.2505,perforation,0.2752,-0.0247,moon_terrain,0.2037,plain_texture,0.1950,0,0,0,0,1
output,crater/crater_100068.png,crater,100068,minor,surf_al_panel,light_direct,cam_oblique,bg_space,0.2222,perforation,0.2821,-0.0599,person,0.2033,device,0.2155,0,0,0,0,1
output,crater/crater_100069.png,crater,100069,moderate,surf_radiator,light_direct,cam_oblique,bg_space,0.1589,melt_splash,0.2313,-0.0724,cartoon,0.1897,plain_texture,0.2477,0,1,1,0,1
output,crater/crater_100070.png,crater,100070,severe,surf_sensor,light_led,cam_oblique,bg_structure,0.2208,perforation,0.2367,-0.0160,moon_terrain,0.2037,device,0.1725,0,0,0,0,1
output,crater/crater_100071.png,crater,100071,minor,surf_sensor,light_led,cam_inspect,bg_earth,0.2358,perforation,0.2553,-0.0195,moon_terrain,0.2201,plain_texture,0.1942,0,0,0,0,1
output,crater/crater_100072.png,crater,100072,minor,surf_al_panel,light_direct,cam_inspect,bg_space,0.1708,spallation,0.2267,-0.0558,moon_terrain,0.1854,plain_texture,0.2595,0,1,1,0,1
output,crater/crater_100073.png,crater,100073,moderate,surf_whipple,light_direct,cam_survey,bg_structure,0.1585,perforation,0.2156,-0.0572,person,0.1775,device,0.2045,0,1,1,0,1
output,crater/crater_100074.png,crater,100074,minor,surf_antenna,light_led,cam_survey,bg_stars,0.1345,nominal,0.2032,-0.0687,person,0.1666,device,0.1910,0,1,1,0,1
output,crater/crater_100075.png,crater,100075,severe,surf_al_panel,light_albedo,cam_inspect,bg_space,0.1646,perforation,0.2306,-0.0660,person,0.2081,device,0.2069,0,1,1,0,1
output,crater/crater_100076.png,crater,100076,minor,surf_radiator,light_led,cam_inspect,bg_space,0.2856,perforation,0.3181,-0.0325,moon_terrain,0.2233,plain_texture,0.2084,0,0,0,0,1
output,crater/crater_100077.png,crater,100077,minor,surf_antenna,light_led,cam_inspect,bg_space,0.2823,crater,0.2823,0.0071,moon_terrain,0.2523,plain_texture,0.2067,1,0,0,1,1
output,crater/crater_100078.png,crater,100078,severe,surf_antenna,light_direct,cam_oblique,bg_stars,0.2025,perforation,0.2254,-0.0229,cartoon,0.1813,device,0.1970,0,0,0,0,1
output,crater/crater_100079.png,crater,100079,minor,surf_antenna,light_glint,cam_inspect,bg_structure,0.2975,crater,0.2975,0.0475,moon_terrain,0.2111,device,0.1739,1,0,0,1,1
output,crater/crater_100080.png,crater,100080,minor,surf_whipple,light_direct,cam_macro,bg_structure,0.1464,perforation,0.1748,-0.0284,cartoon,0.1629,device,0.1838,0,1,1,0,1
output,crater/crater_100081.png,crater,100081,severe,surf_al_panel,light_direct,cam_inspect,bg_structure,0.2121,perforation,0.2831,-0.0710,cartoon,0.1851,plain_texture,0.2044,0,0,0,0,1
output,crater/crater_100082.png,crater,100082,moderate,surf_whipple,light_grazing,cam_survey,bg_stars,0.2433,debris_spray,0.2476,-0.0043,moon_terrain,0.2497,plain_texture,0.2000,0,1,0,0,1
output,crater/crater_100083.png,crater,100083,moderate,surf_whipple,light_grazing,cam_oblique,bg_space,0.2456,crater,0.2456,0.0123,moon_terrain,0.2237,plain_texture,0.1919,1,0,0,1,1
output,crater/crater_100084.png,crater,100084,moderate,surf_whipple,light_albedo,cam_survey,bg_earth,0.2698,perforation,0.2906,-0.0208,moon_terrain,0.2027,plain_texture,0.2378,0,0,0,0,1
output,crater/crater_100085.png,crater,100085,minor,surf_radiator,light_led,cam_inspect,bg_earth,0.2743,perforation,0.2852,-0.0110,moon_terrain,0.2472,plain_texture,0.2402,0,0,0,0,1
output,crater/crater_100086.png,crater,100086,moderate,surf_antenna,light_glint,cam_macro,bg_stars,0.2768,crater,0.2768,0.0250,moon_terrain,0.2594,plain_texture,0.2105,1,0,0,1,1
output,crater/crater_100087.png,crater,100087,moderate,surf_sensor,light_led,cam_oblique,bg_space,0.2046,perforation,0.2376,-0.0329,cartoon,0.1702,plain_texture,0.1993,0,0,0,0,1
output,crater/crater_100088.png,crater,100088,minor,surf_sensor,light_grazing,cam_oblique,bg_structure,0.2044,spallation,0.2347,-0.0303,person,0.2070,device,0.1718,0,1,0,0,1
output,crater/crater_100089.png,crater,100089,moderate,surf_sensor,light_albedo,cam_inspect,bg_space,0.1870,perforation,0.2211,-0.0340,person,0.2158,device,0.2117,0,1,1,0,1
output,crater/crater_100090.png,crater,100090,moderate,surf_radiator,light_albedo,cam_macro,bg_structure,0.2717,crater,0.2717,0.0278,moon_terrain,0.2490,plain_texture,0.2237,1,0,0,1,1
output,crater/crater_100091.png,crater,100091,severe,surf_radiator,light_albedo,cam_oblique,bg_structure,0.1130,structural_severe,0.1903,-0.0773,cartoon,0.1747,plain_texture,0.1958,0,1,1,0,1
output,crater/crater_100092.png,crater,100092,moderate,surf_sensor,light_led,cam_macro,bg_stars,0.2727,crater,0.2727,0.0185,moon_terrain,0.2656,plain_texture,0.2054,1,0,0,1,1
output,crater/crater_100093.png,crater,100093,moderate,surf_whipple,light_led,cam_oblique,bg_space,0.1575,perforation,0.2659,-0.1085,person,0.2039,device,0.1999,0,1,1,0,1
output,crater/crater_100094.png,crater,100094,minor,surf_radiator,light_albedo,cam_survey,bg_stars,0.2703,crater,0.2703,0.0037,moon_terrain,0.2372,plain_texture,0.2144,1,0,0,1,1
output,crater/crater_100095.png,crater,100095,moderate,surf_al_panel,light_albedo,cam_survey,bg_structure,0.1695,nominal,0.2433,-0.0739,person,0.2283,whole_satellite,0.1820,0,1,1,0,1
output,crater/crater_100096.png,crater,100096,minor,surf_sensor,light_direct,cam_survey,bg_earth,0.2317,perforation,0.2629,-0.0312,person,0.1967,device,0.1622,0,0,0,0,1
output,crater/crater_100097.png,crater,100097,severe,surf_sensor,light_grazing,cam_inspect,bg_stars,0.2873,crater,0.2873,0.0233,moon_terrain,0.2598,plain_texture,0.2028,1,0,0,1,1
output,crater/crater_100098.png,crater,100098,minor,surf_sensor,light_direct,cam_inspect,bg_stars,0.1606,perforation,0.2218,-0.0613,person,0.1752,device,0.2015,0,1,1,0,1
output,crater/crater_100099.png,crater,100099,moderate,surf_antenna,light_led,cam_inspect,bg_stars,0.2607,spallation,0.2622,-0.0014,moon_terrain,0.2555,plain_texture,0.2153,0,0,0,0,1
output,crater/crater_100100.png,crater,100100,moderate,surf_sensor,light_albedo,cam_survey,bg_stars,0.1870,perforation,0.2415,-0.0544,person,0.1854,device,0.2016,0,0,1,0,1
output,crater/crater_100101.png,crater,100101,severe,surf_radiator,light_grazing,cam_survey,bg_structure,0.2749,crater,0.2749,0.0339,moon_terrain,0.2281,plain_texture,0.1894,1,0,0,1,1
output,crater/crater_100102.png,crater,100102,moderate,surf_radiator,light_grazing,cam_oblique,bg_earth,0.2603,crater,0.2603,0.0222,moon_terrain,0.2596,plain_texture,0.2066,1,0,0,1,1
output,crater/crater_100103.png,crater,100103,severe,surf_radiator,light_direct,cam_inspect,bg_space,0.2584,perforation,0.2643,-0.0059,moon_terrain,0.2441,plain_texture,0.2071,0,0,0,0,1
output,crater/crater_100104.png,crater,100104,severe,surf_sensor,light_albedo,cam_oblique,bg_earth,0.2733,crater,0.2733,0.0312,moon_terrain,0.2361,plain_texture,0.1961,1,0,0,1,1
output,crater/crater_100105.png,crater,100105,minor,surf_al_panel,light_led,cam_macro,bg_stars,0.2497,perforation,0.2894,-0.0397,moon_terrain,0.2176,plain_texture,0.2306,0,0,0,0,1
output,crater/crater_100106.png,crater,100106,severe,surf_whipple,light_direct,cam_oblique,bg_stars,0.2711,crater,0.2711,0.0273,moon_terrain,0.2537,plain_texture,0.2025,1,0,0,1,1
output,crater/crater_100107.png,crater,100107,minor,surf_antenna,light_direct,cam_macro,bg_earth,0.2340,crater,0.2340,0.0283,moon_terrain,0.2113,plain_texture,0.1932,1,0,0,1,1
output,crater/crater_100108.png,crater,100108,minor,surf_whipple,light_glint,cam_macro,bg_structure,0.1890,perforation,0.2709,-0.0819,person,0.2240,device,0.2271,0,1,1,0,1
output,crater/crater_100109.png,crater,100109,minor,surf_whipple,light_led,cam_survey,bg_stars,0.2278,melt_splash,0.2723,-0.0445,person,0.1867,whole_satellite,0.1871,0,0,0,0,1
output,crater/crater_100110.png,crater,100110,moderate,surf_whipple,light_glint,cam_oblique,bg_earth,0.2470,crater,0.2470,0.0095,moon_terrain,0.2272,plain_texture,0.2107,1,0,0,1,1
output,crater/crater_100111.png,crater,100111,severe,surf_antenna,light_led,cam_survey,bg_stars,0.1854,perforation,0.2675,-0.0820,person,0.2327,device,0.1951,0,1,1,0,1
output,crater/crater_100112.png,crater,100112,severe,surf_whipple,light_grazing,cam_inspect,bg_stars,0.2602,perforation,0.3115,-0.0513,moon_terrain,0.2469,plain_texture,0.2303,0,0,0,0,1
output,crater/crater_100113.png,crater,100113,severe,surf_whipple,light_grazing,cam_macro,bg_stars,0.2895,crater,0.2895,0.0261,moon_terrain,0.2415,plain_texture,0.2094,1,0,0,1,1
output,crater/crater_100114.png,crater,100114,moderate,surf_sensor,light_direct,cam_survey,bg_space,0.1746,perforation,0.2586,-0.0841,person,0.2039,device,0.2268,0,1,1,0,1
output,crater/crater_100115.png,crater,100115,minor,surf_radiator,light_albedo,cam_survey,bg_structure,0.2076,perforation,0.2627,-0.0551,person,0.2253,device,0.2201,0,1,1,0,1
output,crater/crater_100116.png,crater,100116,minor,surf_al_panel,light_grazing,cam_macro,bg_earth,0.2643,debris_spray,0.2644,-0.0002,moon_terrain,0.2472,plain_texture,0.2177,0,0,0,0,1
output,crater/crater_100117.png,crater,100117,minor,surf_whipple,light_albedo,cam_inspect,bg_stars,0.2357,crater,0.2357,0.0144,moon_terrain,0.2323,plain_texture,0.1839,1,0,0,1,1
output,crater/crater_100118.png,crater,100118,severe,surf_whipple,light_direct,cam_inspect,bg_structure,0.1752,perforation,0.2378,-0.0626,person,0.2082,device,0.2147,0,1,1,0,1
output,crater/crater_100119.png,crater,100119,severe,surf_sensor,light_grazing,cam_macro,bg_space,0.2814,crater,0.2814,0.0072,moon_terrain,0.2488,plain_texture,0.2268,1,0,0,1,1
output,crater/crater_100120.png,crater,100120,minor,surf_radiator,light_grazing,cam_macro,bg_space,0.2539,crater,0.2539,0.0031,moon_terrain,0.2327,plain_texture,0.1991,1,0,0,1,1
output,crater/crater_100121.png,crater,100121,moderate,surf_al_panel,light_led,cam_inspect,bg_earth,0.1119,nominal,0.2055,-0.0936,person,0.1790,whole_satellite,0.1768,0,1,1,0,1
output,crater/crater_100122.png,crater,100122,minor,surf_sensor,light_grazing,cam_macro,bg_stars,0.2446,melt_splash,0.2635,-0.0189,moon_terrain,0.2150,plain_texture,0.2455,0,0,1,0,1
output,crater/crater_100123.png,crater,100123,minor,surf_al_panel,light_albedo,cam_macro,bg_earth,0.1866,spallation,0.2242,-0.0376,moon_terrain,0.1742,plain_texture,0.2521,0,0,1,0,1
output,crater/crater_100124.png,crater,100124,severe,surf_sensor,light_direct,cam_survey,bg_structure,0.2262,perforation,0.2822,-0.0560,person,0.2191,device,0.2174,0,0,0,0,1
output,crater/crater_100125.png,crater,100125,minor,surf_sensor,light_albedo,cam_inspect,bg_earth,0.2797,crater,0.2797,0.0291,moon_terrain,0.2275,plain_texture,0.1834,1,0,0,1,1
output,crater/crater_100126.png,crater,100126,minor,surf_radiator,light_led,cam_oblique,bg_stars,0.2131,crack_web,0.2296,-0.0166,moon_terrain,0.1978,plain_texture,0.1907,0,0,0,0,1
output,crater/crater_100127.png,crater,100127,severe,surf_sensor,light_led,cam_inspect,bg_space,0.2217,nominal,0.2623,-0.0406,cartoon,0.1782,plain_texture,0.2090,0,0,0,0,1
output,crater/crater_100128.png,crater,100128,severe,surf_antenna,light_grazing,cam_survey,bg_space,0.2862,crater,0.2862,0.0318,moon_terrain,0.2189,plain_texture,0.1741,1,0,0,1,1
output,crater/crater_100129.png,crater,100129,minor,surf_whipple,light_direct,cam_oblique,bg_structure,0.2652,perforation,0.2853,-0.0201,moon_terrain,0.2157,plain_texture,0.2426,0,0,0,0,1
output,crater/crater_100130.png,crater,100130,minor,surf_radiator,light_led,cam_survey,bg_stars,0.2996,debris_spray,0.3015,-0.0019,moon_terrain,0.2356,plain_texture,0.2082,0,0,0,0,1
output,crater/crater_100131.png,crater,100131,moderate,surf_antenna,light_led,cam_oblique,bg_earth,0.1600,nominal,0.2270,-0.0670,person,0.1982,whole_satellite,0.2168,0,1,1,0,1
output,crater/crater_100132.png,crater,100132,moderate,surf_antenna,light_led,cam_oblique,bg_space,0.1853,nominal,0.2248,-0.0395,person,0.1976,device,0.1758,0,1,0,0,1
output,crater/crater_100133.png,crater,100133,moderate,surf_sensor,light_albedo,cam_oblique,bg_earth,0.1881,perforation,0.2462,-0.0581,person,0.2088,device,0.2101,0,1,1,0,1
output,crater/crater_100134.png,crater,100134,severe,surf_al_panel,light_direct,cam_macro,bg_space,0.2442,perforation,0.2581,-0.0139,person,0.1866,whole_satellite,0.1692,0,0,0,0,1
output,crater/crater_100135.png,crater,100135,severe,surf_whipple,light_glint,cam_oblique,bg_earth,0.2463,debris_spray,0.2568,-0.0104,moon_terrain,0.2399,plain_texture,0.2321,0,0,0,0,1
output,crater/crater_100136.png,crater,100136,moderate,surf_radiator,light_albedo,cam_oblique,bg_structure,0.2589,perforation,0.2659,-0.0070,moon_terrain,0.2173,plain_texture,0.1821,0,0,0,0,1
output,crater/crater_100137.png,crater,100137,severe,surf_radiator,light_direct,cam_macro,bg_earth,0.2376,crack_web,0.2561,-0.0185,cartoon,0.1852,plain_texture,0.1988,0,0,0,0,1
output,crater/crater_100138.png,crater,100138,minor,surf_radiator,light_glint,cam_survey,bg_stars,0.1916,perforation,0.1961,-0.0045,cartoon,0.1876,device,0.1678,0,0,0,0,1
output,crater/crater_100139.png,crater,100139,minor,surf_al_panel,light_albedo,cam_survey,bg_earth,0.2764,perforation,0.2825,-0.0061,person,0.1819,plain_texture,0.2011,0,0,0,0,1
output,crater/crater_100140.png,crater,100140,moderate,surf_sensor,light_direct,cam_macro,bg_earth,0.1459,perforation,0.2116,-0.0657,person,0.1910,device,0.2154,0,1,1,0,1
output,crater/crater_100141.png,crater,100141,minor,surf_radiator,light_direct,cam_inspect,bg_stars,0.2733,melt_splash,0.3072,-0.0339,moon_terrain,0.2312,plain_texture,0.2180,0,0,0,0,1
output,crater/crater_100142.png,crater,100142,severe,surf_antenna,light_led,cam_macro,bg_earth,0.2857,crater,0.2857,0.0365,moon_terrain,0.2529,plain_texture,0.2089,1,0,0,1,1
output,crater/crater_100143.png,crater,100143,moderate,surf_sensor,light_direct,cam_inspect,bg_earth,0.1905,petaling,0.2253,-0.0348,person,0.1876,device,0.2025,0,0,1,0,1
